"s0","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40","s41","s42","s43","s44","s45","s46","s47","s48","s49","s50","s51","s52","s53","s54","s55","s56","s57","s58","s59","s60","s61","s62","s63","s64","s65","s66","s67","s68","s69","s70","s71","s72","s73","s74","s75","s76","s77","s78","s79"
166716.6,162917.7,159531.6,156507.7,153802.4,151483,149566.8,147174.3,144947.2,142945.9,141146.3,139527.6,138067.7,136308.3,135273.5,134407.9,133626.6,132672.8,132101.6,131717.3,131508.1,131263.5,131029.4,130812.6,130622,130381.3,130785.1,131289.5,131491.8,131448.9,131350,131085.4,130793.6,130541.4,130495.7,130242.3,129833.6,129496,129177.1,129008.5,128879.1,128781.2,128750.1,128633.7,128527.5,128439.8,128384.1,128556.7,128768.6,128975,129082.7,129176.1,129273.3,129391.8,129504.7,129641.1,129810.4,129971.7,130103.6,130225.8,130336.7,130428.6,130527,130627.6,130708.8,130789.2,130855.5,130911,130963.8,131013.1,131061.5,131107.4,131158.3,131190.7,131220.2,131240.1,131274.5,131293.3,131320.1,131334.3
166716.6,169895.1,172843.9,175575.4,178101.7,180297.2,182097.6,183675.2,186606.7,189661.4,192488.4,195103.1,197514.2,199182.2,201147.4,202992.5,204686.9,205143.9,205659.8,206169,206610.5,207113.5,207576.4,208011.2,208394.3,208689.6,208760.1,208857.6,209020.8,209191.9,209206.3,209126.8,209082.2,208905.5,208730.8,208445.1,208160.4,207917.9,207712.7,207552.5,207365.2,207207.9,207043.3,206763.9,206509,206280,206073.7,205841.2,205596.9,205367.3,205213.2,205116.9,205012.4,204904.4,204738,204567.6,204319.9,204000.3,203674.2,203375.2,203090.1,202825.5,202584.6,202368.6,202171,201984.8,201812.9,201650.8,201512.2,201389.2,201275.5,201163.2,201079.2,200987.4,200911.1,200833.6,200784.9,200721.4,200682.9,200635.2
166716.6,162917.7,159531.6,156507.7,153802.4,151121.3,148322.8,146808.1,145790.5,144926,144142.4,143432.7,142788.5,142481,142071.7,141686.8,141337,141385.6,141247.1,141107.5,141074,141096,141126.7,141154.5,141210.3,141318.3,141794.9,142439.9,143040.8,143507.5,144012.4,144514.8,145138.7,145848.4,146520.6,147098.8,147601.7,148056.5,148464,148745.4,148990.7,149200.6,149367,149624.5,149871.1,150096.9,150323.5,150500.5,150645.7,150786.8,150958.3,151124.8,151249.3,151334.3,151418.7,151458.2,151459.2,151438.6,151429.7,151394.6,151365.9,151351.7,151342,151353.7,151359.6,151370.8,151377.2,151375.5,151381.7,151393.1,151406.2,151414.3,151436.9,151452.2,151466.9,151465.1,151478.9,151480.8,151503.6,151505.8
166716.6,169895.1,172843.9,175575.4,178101.7,181189.7,185266.7,190721.5,197759.3,204812.3,211457.2,217709.5,223556.6,228454.8,232949.1,237107.5,240966.7,243879.7,246334.6,248555.8,250690.7,252670.8,254472.8,256137.6,257657.9,258950.4,262049.4,264993.1,267659.7,269948.8,271976.2,273506.9,274624.2,275084.5,275592,276127.4,276400.7,276677,276969.1,277058.8,276900.8,276778.5,276923.2,276837.2,276784.7,276745.9,276725.9,276653.4,276618.8,276592.4,276192.9,275803.2,275461.2,275194.5,274920.7,274717.6,274505.7,274369.8,274119.1,273973.9,273836.1,273683.8,273337.8,272880.1,272478.9,272100.8,271733.8,271410.4,271092,270793,270510.6,270289.9,270042.1,269817.8,269609,269480.7,269301,269184.9,269009.2,268911.4
166716.6,159537.2,153265.1,147765.1,142925.8,138668.9,134927.9,131489.5,129058.3,127026.9,125203.5,123568.1,122093.3,121029.4,120053.4,119156.7,118345.7,118175.2,118012.6,117882.3,117866,117762,117629.5,117521.7,117485.8,117547.9,116936.1,116342.9,115813.1,115339,114892.2,114449.7,114082.6,113701.1,113368.8,113111.8,112830.2,112626.1,112425.2,112285.9,112205.4,112129.2,112071.1,112175.7,112240.9,112306.2,112372.9,112407,112421.8,112452.2,112496.5,112561.3,112596.5,112614.8,112638.7,112692.9,112739,112762.7,112773.8,112784.4,112796.4,112815.7,112824.5,112814.3,112811.6,112814.8,112822.7,112826.5,112834.3,112837.2,112839.9,112841.4,112837.8,112843.9,112841.6,112834.2,112824.8,112822.6,112824.6,112822.8
166716.6,166369.8,166054.4,165767.6,165506.7,165567.8,166097.5,166963.6,169457.7,172148.3,174636.7,176942.3,179062.6,181604.1,184576.3,187351.6,189918.3,191582.7,192362.8,192997.8,193642.5,194265.5,194836.6,195362.3,195858.4,196359.8,196794,197274.8,197829.9,198324,198835.5,199239.8,199660.4,200128.8,200774.6,201445.1,202190,202949.2,203613.2,204210.2,204711.9,205163.9,205572.4,206022.7,206467.9,206884.4,207286.4,207646.5,207942.4,208210.4,208484.3,208729.3,208969.7,209185.3,209326.9,209460.4,209648.8,209833.4,209986,210092.3,210188.2,210297.8,210377.7,210472.1,210549.1,210630.5,210709.8,210763.6,210825.4,210884.3,210939.8,210972.7,211041.2,211080.6,211122.5,211129.7,211179.1,211192,211243.9,211251.8
166716.6,162917.7,159531.6,156507.7,153802.4,151397.1,149270.8,148281.5,147330.9,146437.8,145628.4,144895.9,144230.5,143266.9,142471.7,141770.4,141134,140727.1,140199.4,139735.2,139456,139119,138769,138467.2,138229.2,137977.6,138389.6,138661.1,138902.9,139071.8,139263.1,139363.8,139277.9,139122.3,139117.5,139068.3,138941.5,138907.9,138879.3,138789,138665.8,138513.3,138249.4,138039.2,137838.3,137662.4,137522.7,137380.8,137216.2,137081.5,136941.1,136790,136635,136532,136449.8,136328.8,136227.3,136142.9,136024.3,135923.6,135837.5,135745.2,135550.1,135276.2,135042.8,134819.2,134609.7,134433.6,134256.6,134085.6,133926.6,133807.7,133653,133538.1,133421.8,133349.5,133237.6,133172.6,133073.4,133020.7
166716.6,173495.1,179911,185963.4,191655.1,196508.4,200248.5,203027.3,206934.4,210882.5,214546.2,217937.6,221076.6,223914.9,226825.1,229529,232019.5,235160.1,238380.8,241373.6,243892.4,246229.6,248402.4,250388.4,252327.3,254431.1,256461.7,258773.4,261197.4,263507.2,265832.2,268290.5,270329.1,272238.8,273859.1,275244.2,276541.8,277705.6,278776.7,279648.3,280444.9,281170,281833.1,282750.5,283556.4,284300.1,285066.7,285755.3,286490.7,287173.2,287868.7,288494.8,289090.3,289652.3,290254.2,290965.2,291609.3,292186.8,292741.8,293232.4,293824.4,294437.6,294987,295480.1,295809.6,296099.6,296381.3,296649.5,296879.6,297112.7,297324.3,297540.8,297724.4,297914.2,298085.1,298241.7,298370.6,298499.2,298608.3,298716.3
166716.6,166369.8,166054.4,165767.6,165506.7,165777.4,166833.3,168124.4,169218.4,170194.9,171089.3,171911.5,172661,173944.8,175372.3,176678.1,177875.6,178342.4,178893.3,179416.5,179944,180482.1,180983.9,181445,181888.3,182448.9,182809.2,183229.6,184044.4,184969.5,185842,186719.7,187890,189032.6,190007.7,190805.9,191532.6,192269.3,192903.7,193506.7,194089.9,194617.9,195087.9,195335,195555.6,195758.9,195617,195519.4,195397,195279.2,195006,194816.8,194715.7,194551.5,194400.4,194325.3,194219.4,194094.7,193950.6,193803,193675.4,193581.8,193484.9,193400.7,193330.9,193271.1,193211,193153.1,193042.4,192947.4,192856.7,192761.8,192680.6,192615,192557.7,192501.2,192452.5,192409.2,192373.3,192335.3
166716.6,173495.1,179911,185963.4,191655.1,196666.1,200810.9,203921.8,204409.4,204328.4,204255.6,204178.3,204118.9,204039.1,204155.3,204289.2,204404.9,204885.1,204810,204770.3,204698.3,204693.3,204732.7,204754,204698.7,204263.3,204866.8,205581.6,206529.7,207472.6,208500,209532.9,210004.6,210155,210245.7,210968.5,212501.3,213833.7,215099.6,216196.1,217285.9,218325.7,219325.6,219988.3,220616.8,221192.6,221670.9,222075.1,222413.5,222720.8,223102.8,223308.4,223524.5,223665.3,223759.4,223938,223642.2,223358,223120.1,222832.5,222585.2,222364.9,222186.1,222005.5,221869.1,221721.3,221595.1,221503.3,221408,221313.7,221247,221248.3,221226.5,221229.4,221225.4,221225.9,221214.5,221213.9,221208.7,221207.4
166716.6,159537.2,153265.1,147765.1,142925.8,138205.1,133357.7,129098.9,125176.9,121672.2,118564.2,115800.3,113339.2,111077.9,108688.2,106531.2,104602.7,102913.4,101345.9,99998.3,98933.06,98067.36,97306.96,96617.58,96059.79,95756.42,95556.27,95362.23,94944.21,94382.04,93836.15,93317.02,92861.1,92513.97,92288.74,92067.46,91861.17,91698.8,91529.4,91395.31,91306,91225.51,91161.9,91042.82,90937.15,90843.82,90769.86,90636.62,90511.07,90396.56,90309.89,90206.45,90102.87,90040.66,90007.65,90073.2,90132.3,90164.69,90188.9,90218.67,90244.71,90268.43,90285.43,90305.11,90310.42,90318.01,90322.63,90321.18,90323.14,90333.74,90343.64,90346.09,90364.1,90372.65,90381.94,90377.63,90387.4,90385.88,90399.84,90400.12
166716.6,159537.2,153265.1,147765.1,142925.8,138552.8,134533.6,130887.8,127391.9,124234.2,121424.9,118920.8,116683.9,114985.6,114126.9,113407.3,112754.2,112549.9,112455.2,112391.2,112395.5,112500.9,112628.8,112739.7,112877.4,113049.9,114408.7,116024.7,117631.8,119033.3,120272.6,121157.2,121653.6,121892.3,122241.4,122636.5,122880.2,123090.3,123252.3,123368.2,123451,123482.1,123430.5,123508.3,123563.7,123577.5,123475.2,123398.6,123329.7,123279.9,123134.9,123081.3,123077.7,123121.2,123177.3,123283.6,123368.2,123460,123509.6,123576.2,123638.3,123673.7,123704.3,123729.5,123735,123750,123766.1,123774.8,123779.4,123782.8,123779.7,123763.2,123746.7,123730.1,123716.3,123709.3,123697.7,123690.1,123678.5,123675.2
166716.6,162917.7,159531.6,156507.7,153802.4,151022.4,147984.1,144740.4,141939.8,139467.9,137253.1,135264.8,133479,131875.4,130142.7,128557,127127.8,126272.7,125423.9,124704.1,124150.5,123748.4,123410.9,123101.6,122878.1,122792.4,122411.1,122161.6,122028.2,121949.3,121918.6,121962,121908.2,121908.6,121917.9,122012.9,122161.3,122311.3,122431.6,122513.1,122598.4,122680,122755.4,122904,123042.5,123173.2,123320.4,123410.4,123473.3,123503.7,123474.9,123468.7,123463.9,123494.1,123556.4,123643.3,123688.6,123705,123705.8,123714.6,123725.1,123722.2,123737.5,123758.1,123772.4,123780.7,123788.1,123796.9,123803.9,123810.5,123809.7,123806.5,123797.5,123801.3,123802.1,123804.4,123798.5,123800.4,123795.1,123795.6
166716.6,162917.7,159531.6,156507.7,153802.4,150884.1,147511.2,144016,140946.9,138227.7,135795.7,133615.3,131660.8,130428.3,129047.8,127770.2,126616.7,125299.8,123843.7,122574.6,121539.6,120495,119515.1,118635.8,117874.1,117208.1,116388.6,115749.7,115227.3,114780,114358.4,113962.7,113525.3,113040.5,112584.9,112156.6,111716.6,111312.1,110966.5,110669.9,110405.5,110173.8,110095.6,110124.6,110136.8,110153.6,110179.6,110167.1,110130.7,110097.3,110062.2,110038.1,110047.7,110051.2,110074.6,110123.9,110087.1,110040.6,109975.1,109896.9,109832.6,109792.7,109738.4,109674.3,109634.5,109599.5,109571.1,109550.8,109529.5,109504.9,109482.4,109472.5,109446.3,109441.8,109426,109416.7,109389.1,109383.1,109362.4,109353.8
166716.6,166369.8,166054.4,165767.6,165506.7,165859.8,167123.4,168582.9,168217.1,167495.7,166840.9,166245.7,165706.1,165104.9,164451.4,163841.2,163282.9,162620.1,161655.9,160798.3,160173,159758.8,159417.4,159111.5,158874.4,158578,157930.7,156772,155529.5,154375.3,153419.8,152513.5,151442.2,150269.1,149191.6,148074.8,146920.3,145685.4,144592.6,143468,142370.8,141389,140562.6,139713.5,138933.5,138248.5,137624.2,137048.8,136497.8,136028.6,135838.5,135656.1,135527,135411.4,135345.8,135307.5,135275.8,135247.1,135165.5,135086.6,135044.7,134987.8,134965.9,134968.5,134994.3,135015,135030.7,135048.4,135060.1,135074,135093.8,135130.1,135164.6,135186.1,135206.6,135224.2,135253.7,135269.6,135283.9,135292.5
166716.6,173495.1,179911,185963.4,191655.1,195916,198147.6,199698.4,201416.7,203068,204585.2,205969.1,207246.6,208409.5,209788.4,211088.3,212274.9,214025.2,215177.7,216200.9,216964.3,217725.7,218457.3,219115.1,219840,220659,220794.1,220984.7,221284,221613.4,221916.7,222276.3,222530.1,222850.2,223250.2,224059.6,224799.9,225366.6,225950.7,226457.4,226913.3,227365.7,227752.3,228034.1,228287.2,228516.6,228752.1,228949.4,229132.6,229285.9,229490,229629.9,229642,229643.8,229713.1,229724.7,229738.6,229722.8,229742.8,229818.9,229867.4,229886,229940.5,229987.8,230036.7,230058.3,230074.7,230109.4,230134.5,230155.3,230177.2,230221.2,230237,230259.8,230286.8,230331.4,230362.4,230389.5,230398.7,230428.2
166716.6,159537.2,153265.1,147765.1,142925.8,138494.8,134336.9,129210.9,124251.5,119830.8,115939.8,112504.1,109462.8,106786.1,104185.3,101845.2,99756.75,97783.32,95989.17,94015.88,91760.97,89736.9,87916.06,86298.97,84887.88,83662.01,82733.36,81982.54,81256.69,80483.6,79731.49,78896.26,78177.43,77426.26,76756.38,76100.17,75612.67,75193.33,74829.63,74519.86,74203.87,73931.41,73744.18,73647.33,73554.38,73491.74,73458.06,73382.07,73304.49,73245.66,73269.19,73322.88,73316.55,73332.49,73334.94,73283.35,73240.35,73206.19,73204.28,73217.63,73222.21,73228.74,73236,73248.39,73253,73258.57,73264.05,73264.08,73266.75,73273.98,73283.57,73288.65,73307.09,73318.08,73332.13,73330.55,73348.7,73349.22,73366.26,73367.32
166716.6,166369.8,166054.4,165767.6,165506.7,164873,163674.9,159739.3,155482.2,151597,148142.2,145058.6,142309.1,139759.4,137383.7,135236.4,133304.4,131373.3,129480.5,127881.5,126514.2,125219.2,124024.3,122957.9,121669,119809.5,118035.7,115995.2,113865.2,111835,110135.5,108640,107351.6,106149.1,105004.9,103819.2,102716.3,101783.3,100959.4,100219.3,99523.4,98914.7,98372.71,97962.32,97586.74,97253.78,96950.56,96675.18,96422.67,96177.73,95889.87,95609.58,95338.13,95114.56,94906.51,94697.64,94524.03,94360.56,94207.29,94106.27,94009.78,93919.33,93832.83,93744.41,93652.16,93566.76,93489.11,93419.96,93352.25,93289.1,93229.44,93173.42,93119.38,93073.44,93031.1,92993.86,92957.86,92925.65,92892.83,92866.37
166716.6,162917.7,159531.6,156507.7,153802.4,150907.8,147592.2,144140,141141.9,138492.5,136121.8,133995.5,132088.5,130386.7,128607.3,126985.4,125523.9,124108.7,122676.4,121437.5,120431.7,119624.3,118916.9,118275.3,117401.7,116014.5,114646.2,113536,112575.5,111709.9,110914.1,110203,109477.8,108748.3,108032,107323.8,106640.2,106026.1,105462,104950.6,104506.5,104109.9,103966.3,104008.6,104021.9,104039.6,104070.7,104033.1,103974.6,103928.9,103917,103889.5,103894.3,103929.6,103986.4,104045.9,104113.4,104166.5,104165.4,104161,104160.6,104178.3,104179.7,104170.6,104180.3,104187.8,104195.2,104206.2,104212,104215.2,104218,104225.5,104219.1,104218.9,104214.4,104215,104203.7,104203.2,104194.3,104196.8
166716.6,162917.7,159531.6,156507.7,153802.4,151302,148943.5,146214,143890.9,141848,140011.7,138360,136871.3,135670.3,134454.7,133335.1,132321.9,131217.4,130551.8,130031.9,129638,129373.1,129151.1,128950.5,128808.2,128737.1,128341.9,128142.7,128021.4,127912.2,127733.1,127501.7,127182.4,126733.9,126321.2,125999.7,125603.9,125226.5,124861.8,124464.9,124085.9,123737.8,123673.3,123670.3,123652.8,123641.1,123628.1,123565.4,123486.6,123437.6,123384,123330,123270.9,123218.9,123193.6,123239.5,123304.5,123372,123393.2,123459,123495.7,123529.3,123552.1,123592.4,123641.3,123689.3,123735.1,123771.9,123809.1,123842.4,123873,123892.9,123925.6,123939.1,123956.6,123967.6,123992.2,124002.3,124021.1,124030.9
166716.6,166369.8,166054.4,165767.6,165506.7,165778.8,166838.4,166359.5,165898.8,165509.5,165155.8,164837,164544.2,163976.6,162648.7,161364.5,160204.5,158836.5,157668.6,156753.7,156106.7,155645,155263.6,154911.8,154651.5,154507.2,154854.7,155305.3,155753.2,156125.6,156510.6,156786.9,157046.3,157205,157393,157576.1,157819.4,158051.5,158232.8,158469.2,158698.5,158913.6,159177.6,159422.4,159650.6,159863.1,160071.2,160125,160165.7,160204.5,160261,160304.6,160389.2,160416.9,160433.6,160468.8,160498.3,160551.8,160545.4,160527.3,160481,160429.6,160387.9,160352.2,160267.4,160190.9,160118.7,160050.3,159995.6,159941.5,159902.1,159871.8,159860.6,159838.8,159824.5,159796.4,159788.7,159765.3,159750.7,159727.2
166716.6,162917.7,159531.6,156507.7,153802.4,152528,153203,154450,157783.5,161384.2,164735.8,167865.3,170753.1,172789.6,174013.2,175060.1,176027.5,176874.7,176871.9,176031.6,174419.5,172855.1,171385.7,170080.8,168933.9,167719.6,165969.3,164186.5,162649.9,161316.3,160077.5,158742.6,157421,156028.5,154696.8,153463.2,152450,151631.6,150928.8,150239.9,149508.1,148853.7,148294.9,147898,147532.4,147133.9,146500.1,145847.3,145223.4,144661.7,143987.9,143321.5,142779.5,142271.3,141822.6,141583,141315.5,141090.9,140803.5,140553.5,140331.2,140105.6,139919,139733.9,139620,139512.4,139410.3,139321.3,139237.4,139144.6,139051,138971.6,138876.3,138800.8,138732.8,138697.9,138654.8,138629.2,138588.8,138561.4
166716.6,169895.1,172843.9,175575.4,178101.7,180077.1,181322.2,182450.6,182264.1,181816.6,181410.1,181034.2,180698.7,181552.4,182630.1,183623.8,184529.7,185931.1,187634.2,189212.3,190506.2,191696.3,192813.4,193822.2,194702.3,195490.3,196149.4,197153.2,198177.5,199072.4,200076.1,201269.5,202470.6,203799.8,205009.1,206138.7,207294.7,208358.9,209315.2,210184.7,211017.6,211778.3,212453.9,213039.8,213578,214070.8,214529.1,214925.1,215261,215556.1,215954.8,216249.5,216535.1,216813.4,217072.5,217255.8,217503.5,217671.8,217854.6,217972.8,218161.8,218379.5,218564.8,218730.2,218894.2,219033.9,219166.2,219291,219401.3,219515.9,219622.4,219734.4,219827,219934.7,220028.2,220114.5,220174.8,220249.1,220302.4,220356.9
166716.6,166369.8,166054.4,165767.6,165506.7,164758,163276.3,160825.8,157629.4,154574.6,151843.2,149391.1,147196.6,145549,143393.4,141395.4,139597.7,138245.9,136754.8,135485.1,134442.6,133587.2,132853.6,132175.7,131599.9,131161.8,131949.5,132859.2,133845.2,134737.5,135664.8,136522.9,137047.7,137364.5,137613.2,137981.2,138348.1,138623,138882.5,138911,138848.4,138748.7,138543.2,138403.5,138279.4,138169.6,138099.1,138042.5,137973.7,137908.6,137842.1,137787.4,137786.5,137804.6,137827.9,137912.8,138008.8,138095.9,138143,138207.2,138267.5,138302.5,138351.5,138413,138478.9,138532.6,138579.7,138624.3,138657.7,138690.9,138712,138721.2,138721.7,138730.6,138737.7,138750.7,138757.5,138767.4,138771.4,138780.3
166716.6,166369.8,166054.4,165767.6,165506.7,165904.7,167281.4,170632,172970.1,174903.5,176683.4,178323.4,179828.5,182340.8,185220.6,187905.2,190383.4,192070.2,193754.7,195232.5,196594.1,197694,198643.9,199529.5,200312.5,200990.6,201971.5,203259.7,204563.8,205651.3,206845.3,208026.6,209145.1,210063.7,210904.1,211588.4,212150.9,212824.7,213387.7,214062.7,214802.7,215455.7,216027.7,216516.1,216949.5,217355.1,217730.1,218107.2,218492.4,218854.2,219011.2,219225.5,219486.3,219779.9,220093.9,220387.4,220658.4,220904.3,221118.2,221272,221409.8,221569.9,221694.9,221807.3,221895.3,221991.4,222077.8,222149.2,222214.6,222266.7,222312.7,222353.7,222392.4,222444.8,222481.7,222512.3,222530.4,222564.4,222587.3,222603.6
166716.6,162917.7,159531.6,156507.7,153802.4,150907.8,147592.2,145676.1,143927.1,142322.2,140875.2,139567.9,138389,136928.1,136313.8,135846,135420,135343.3,135293.3,135257.7,135289.4,135241.5,135161.2,135099.1,135092.5,135170.7,136009.1,136957.4,137910.2,138754.9,139539.3,140243.9,140801.9,141325,141897.7,142450.5,142850.8,143235.1,143595.8,143968.9,144310.7,144644.8,144963.3,145235.9,145497.5,145740.4,145968.4,146145.4,146381.3,146611.4,146790.6,146966,147138.3,147309.4,147409.9,147417.9,147338.5,147189.1,147074.2,146952.3,146840.2,146723.8,146628.2,146543.2,146418.8,146310.7,146209.3,146113,146031.8,145959.9,145895.7,145835.4,145798.1,145756.1,145723.1,145682.8,145663.8,145632.8,145630.7,145610.7
166716.6,177171.4,187267.1,196966,206240,214199.5,220289.2,226940.1,234215.2,241258.3,247860.7,254026.3,259785.3,264808,269272.6,273411.4,277237.6,282031,286613.6,290818,294359.9,297551.1,300500,303193.4,305985.9,309717,312631.2,313992.4,314296.7,314512.1,314777.1,315110.6,315946.1,317477.3,318622.9,319507.2,320239.3,320895.9,321544.1,321951.4,322313.2,322633.5,322865.2,323178.4,323422.5,323646.4,323872,324213,324734.1,325259.7,326032.4,326790.2,327469.9,328167.5,328661.6,329022.1,329438.8,329789.9,330146,330418.4,330677.5,330984,331176.2,331320.2,331423.8,331559.4,331700.9,331813.3,331923.8,332037.6,332150.8,332237.5,332328.8,332439.9,332529.5,332572.5,332626.8,332673.8,332772.4,332820
166716.6,162917.7,159531.6,156507.7,153802.4,151693.2,150293.5,148296.7,146917.4,145784.6,144760,143836.4,142996.3,142305.9,141376.4,140492.1,139692,139209.2,138496.4,137895.3,137509.1,137214.9,136961.6,136732.2,136595.6,136584.3,136282.2,136032.6,135822.4,135615.7,135507.2,135449.8,134548.4,133663,132801.5,132111.1,131541.1,130996.5,130520.7,129979.4,129392.9,128869.7,128373.4,127876,127439.2,127043.8,126703.8,126351.9,126035.1,125723.4,125310.4,124961.4,124627.5,124280.9,123981.1,123792.2,123608.3,123436.2,123303.8,123259.3,123206.7,123158.7,123128.7,123117.7,123108.8,123106.2,123111.6,123109.7,123112.1,123115.3,123109.7,123080.8,123064.2,123050.8,123038.7,123019.7,123011.1,122997.4,122999.1,122991
166716.6,162917.7,159531.6,156507.7,153802.4,153173.4,155480.1,158063.5,161347,164602.1,167624.3,170442.2,173034.9,176249.1,179356.6,182185,184806.5,187027.3,189004.8,190814.8,192689,194307.9,195755.2,197097.1,198356.3,199462.5,200728.1,201828.7,202248.8,202188.9,202585.5,203104.2,204117.7,204994.2,205693.3,206302.9,206495.8,206494.4,205569.5,203558.6,201866.3,200307.3,199008,197893.5,196866.8,195934.8,194464,193422,192441.4,191582.5,190831.7,190139.4,189534.9,188971.7,188515,188293.2,188137,188001.1,187876.6,187792.6,187700.2,187676.1,187580.3,187485.6,187432.4,187406.7,187378.3,187432,187587.7,187755.2,187916,188070.1,188223.7,188341.8,188449.4,188540.7,188627,188707.1,188790.9,188860.4
166716.6,162917.7,159531.6,156507.7,153802.4,151274.3,148848.2,147624,146992.8,146506.6,146064.5,145664.7,145299.5,144523.7,143440,142436.4,141528.3,141113.2,140574.4,140099.1,139817.5,139662.8,139536.4,139426.7,139392.9,139440.9,139680.1,139495.2,139119.4,138726.8,138426.8,138158.5,137761.9,137376.2,137087.9,136975.6,136980.5,137064.1,137110.9,137171.3,137253.1,137328.5,137393,137515,137637.4,137754.3,137880.6,137949.3,137999.1,138043.5,138092.8,138135.4,138240.2,138315.5,138372.5,138471.3,138551.4,138620.5,138652.9,138662.8,138678.5,138703.5,138739,138794.2,138844.1,138897,138945.8,138981.3,139018.1,139053.3,139075.5,139073.8,139074.8,139080.1,139080.1,139074.3,139068.4,139066.7,139067.6,139062.4
166716.6,159537.2,153265.1,147765.1,142925.8,138872.3,135620.7,133961.9,131726.6,129532.2,127564,125797.8,124208.7,122780.5,121319.2,119988.1,118786.4,117547.5,116320.1,115224.6,114410.3,113656.5,112945.2,112317.9,111810.1,111434.5,110919.3,110146.8,109348.4,108615.7,107967,107391.6,106944.4,106514.6,106122.5,105797.3,105500,105093.9,104733.9,104255.6,103748.1,103283.2,102902.7,102621.2,102363.3,102144.8,101946.6,101759.3,101605.8,101484.5,101500.2,101499.3,101473.4,101463.8,101479.5,101555.1,101605.2,101641.6,101661.2,101660.4,101665.3,101666.2,101658,101650.5,101646.1,101642.4,101635.2,101625.9,101616.9,101614.7,101612.5,101611.2,101610.6,101609,101605.5,101597.7,101597,101592,101587.4,101578.7
166716.6,162917.7,159531.6,156507.7,153802.4,151271.6,148839.1,147609.9,147193.6,146951.8,146731.4,146533.2,146350.5,146207.8,145544.8,144898.1,144313.8,144314.8,144047.2,143809.2,143746.1,143741.6,143751,143757,143402.2,142289.2,141112.6,140388.3,139793.3,139231.8,138757.4,138363.6,137888.3,137473.5,137042.2,136495.7,135984.3,135565.8,135171.6,134834.2,134574.6,134340.6,134113.5,133800.2,133492.3,133212.1,132967.7,132646.4,132320,132026.4,131794.2,131597.2,131412.5,131252.1,131088.7,130962.9,130887.4,130830.1,130891.2,130955.7,131012.8,131065,131124.4,131180,131223.7,131266.1,131305.3,131338.4,131374.1,131409.6,131442.5,131467.5,131494.8,131518.1,131537.7,131546.3,131561.7,131568.9,131582.5,131587.7
166716.6,162917.7,159531.6,156507.7,153802.4,152299.3,152401.9,149972.3,147812.7,145937.2,144249.2,142734.1,141361.6,139525.2,137510.8,135663.8,134005.8,132244.5,130207.5,127916.3,125298.9,122950.5,120850.2,118968.4,116983.2,114562.7,112942.1,111421.6,109893.4,108370.4,107036.3,105664.7,104582.6,103516.2,102643.4,102149,102013.1,101929.2,101854.5,101806.9,101719.1,101661.5,101693,101673.5,101661.6,101662.9,101695.6,101592.9,101486.3,101384.9,101299.6,101223.7,101170.6,101103.9,100970.6,100686.3,100446.7,100228.7,100023,99836.93,99670.37,99522.81,99391.25,99273.64,99159.02,99048.94,98942.62,98849.71,98759.67,98664.43,98574.65,98493.11,98407.69,98344.16,98292.98,98261.52,98219.24,98192.16,98158.98,98138.46
166716.6,162917.7,159531.6,156507.7,153802.4,152060.3,151567.9,150272.5,148570.8,146940.8,145471,144147.9,142949.5,141396.1,139449.8,137658.3,136049.3,134382.4,132425.3,130779.3,129592.2,128483.5,127473,126559.4,125802.7,125349.4,124491.8,123708.6,122827.3,121934.5,121220,120620.9,120210.6,119879.1,119548.3,119286.9,119065.5,118910.8,118747.2,118564.4,118420.1,118284,118203.8,118208.9,118210.6,118221.9,118294.1,118252,118207.8,118164.2,118158.4,118112.4,118027,117903.2,117827,117817,117695.2,117587.5,117480.3,117378.8,117288.2,117214.4,117147.2,117087.6,117032.7,116977,116941.4,116908.1,116878.7,116849,116817.4,116786.6,116752.2,116732.4,116717.4,116709,116697.8,116692.2,116688,116682.4
166716.6,169895.1,172843.9,175575.4,178101.7,180290.9,182075.4,183640.1,183741.7,183532.6,183342.5,183164.1,183007.1,183392.5,184086,184737.9,185328.1,185457.1,185061.8,184681.8,184335,183982.5,183650.2,183354.1,183082,182866.5,182360.2,181391.9,180292.2,179275.8,178342.4,177380,176687.8,176006.7,175378.5,174703.1,174084.7,173555.6,173089.8,172734.2,172410.5,172121.2,171863.2,171461.7,171091.4,170755.9,170434.6,170132.7,169842.7,169564,169129.5,168757,168489.8,168260.8,168111.9,168051.3,168044.9,168054.5,168033.8,168102.2,168151.4,168200.1,168222.2,168232.1,168228.5,168227.2,168223.7,168219.6,168213.9,168203.4,168191.4,168179.9,168167,168153,168142.1,168140.2,168135.3,168131.5,168120.9,168120.9
